Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 11:10,24.9,24.9,24.9,,,0,,,14.5,,,,,30.02,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 11:30,26.2,26.2,26.2,,,0,,,7.4,115,8.9,10,100,32.53,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 11:50,26.8,26.8,26.8,,26.4,0,,,8.7,139,9.8,10,,31.03,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 12:10,25.9,25.9,25.9,,,0,,,16.2,91,,,,30,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 12:30,27,27,27,,26.4,0,,,10.4,82,12.9,10,,30.61,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 12:50,27.5,27.5,27.5,,26.7,0,,,7.6,122,13.1,10,88,30.34,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 13:10,26.9,26.9,26.9,,26.3,0,,,12.9,121,31.7,,,28.31,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 13:30,27.8,27.8,27.8,,26.9,0,,,8.7,138,13.8,10,88,28.49,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 13:50,27.9,27.9,27.9,,26.9,0,,,1.8,140,10.2,10,88,28.11,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 14:10,27.9,27.9,27.9,,26.9,0,,,,,,,,26.72,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 14:30,28.4,28.4,28.4,,27.2,0,,,4.1,101,11.3,10,88,26.92,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 14:50,28,28,28,,26.9,0,,,7,132,12.8,10,88,25.99,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 15:10,27.9,27.9,27.9,,26.7,0,,,12.8,116,,,,21.96,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 15:30,28.3,28.3,28.3,,27.1,0,,,7.7,139,11.4,10,100,24.75,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 15:50,28.3,28.3,28.3,,27.2,0,,,7.3,131,12.7,10,,25.8,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 16:10,28,28,28,,26.8,0,,,5.8,126,,,,23.37,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 16:30,28.6,28.6,28.6,,27.4,0,,,3.3,143,6.5,10,,25.91,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 16:50,29.2,29.2,29.2,,27.9,0,,,3.9,131,13.1,10,,27.3,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 17:10,28.9,28.9,28.9,,27.6,0,,,7.7,,,,,26.75,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 17:30,29.1,29.1,29.1,,27.9,0,,,3.9,148,10.6,10,,28.23,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 17:50,29.1,29.1,29.1,,27.9,0,,,6.2,147,7,10,50,28.67,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 18:10,28.9,28.9,28.9,,27.5,0,,,4,328,,,,25.15,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 18:30,29.3,29.3,29.3,,28.1,0,,,2.2,60,2.1,10,25,28.4,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 18:50,29.5,29.5,29.5,,28.2,0,,,4.1,355,10.7,10,,28.08,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 19:10,27.9,27.9,27.9,,26.9,0,,,5.6,109,,,,26.73,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 19:30,28.6,28.6,28.6,,27.5,0,,,2.7,117,3.5,10,100,29.49,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 19:50,28.4,28.4,28.4,,27.5,0,,,0.5,127,4.5,10,99.4,31.59,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 20:10,26.9,26.9,26.9,,26.5,0,,,,,,,,32.39,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 20:30,27.1,27.1,27.1,,26.7,0,,,0.5,149,0.8,10,99.7,34.96,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 20:50,26.3,26.3,26.3,,,0,,,3.7,135,0.7,10,87.4,37.25,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 21:10,25.8,25.8,25.8,,,0,,,7.8,120,,,,34.87,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 21:30,25.7,25.7,25.7,,,0,,,3.7,133,1.1,10,86.9,39.33,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 21:50,24.9,24.9,24.9,,,0,,,4.5,134,1.2,10,100,41.43,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 22:10,24.7,24.7,24.7,,,0,,,15.8,151,,,,37.2,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 22:30,24.5,24.5,24.5,,,0,,,8.8,149,11.5,10,99.7,42.04,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 22:50,23.9,23.9,23.9,,,0,,,6.2,149,4.4,10,97.9,45.27,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 23:10,22.8,22.8,22.8,,,0,,,18.1,,,,,47.09,Clear
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 23:30,22.9,22.9,22.9,,,0,,,10,183,13.9,10,100,50.23,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/2/2021 23:50,22.2,22.2,22.2,,,0,,,10.5,217,11.3,10,88.3,53.72,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 0:10,20.9,20.9,20.9,,,0,,,16,225,,,,56.63,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 0:30,21.4,21.4,21.4,,,0,,,7.8,212,9.6,10,98.6,56.5,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 0:50,20.7,20.7,20.7,,,0,,,1,200,1.6,10,100,60.61,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 1:10,19.9,19.9,19.9,,,0,,,11,144,,,,64.44,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 1:30,20,20,20,,,0,,,5.3,155,1.9,10,99.7,63.69,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 1:50,20,20,20,,,0,,,6.5,149,5.3,10,98.6,62.77,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 2:10,19.9,19.9,19.9,,,0,,,,,,,,60.66,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 2:30,19.8,19.8,19.8,,,0,,,1.7,152,7,10,100,63.83,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 2:50,19.8,19.8,19.8,,,0,,,7.9,167,7.8,10,100,66.68,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 3:10,18.9,18.9,18.9,,,0,,,14.4,180,,,,68.52,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 3:30,19.1,19.1,19.1,,,0,,,7.7,181,7.4,10,100,70.22,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 3:50,18.6,18.6,18.6,,,0,,,5.5,178,9.2,10,100,73.01,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 4:10,17,17,17,,,0,,,7.7,181,,,,77.4,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 4:30,17.8,17.8,17.8,,,0,,,3.6,258,2.3,10,100,76.8,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 4:50,17.2,17.2,17.2,,,0,,,1.7,262,0.8,10,88.3,79.65,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 5:10,15.1,15.1,15.1,,,0,,,7.6,172,,,,87.5,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 5:30,16.3,16.3,16.3,,,0,,,3.5,54,0.5,10,25,84.23,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 5:50,16.7,16.7,16.7,,,0,,,4.4,54,0.6,10,100,84.43,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 6:10,17,17,17,,,0,,,10.9,181,,,,82.58,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 6:30,17.2,17.2,17.2,,,0,,,5.2,168,3.6,10,100,82.75,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 6:50,17.2,17.2,17.2,,,0,,,1.9,161,5.1,10,100,85.61,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 7:10,18,18,18,,,0,,,5.7,200,,,,82.33,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 7:30,18,18,18,,,0,,,2.8,178,3.2,10,99.7,82.87,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 7:50,18.3,18.3,18.3,,,0,,,3.9,178,7.2,10,51.4,82.84,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 8:10,19,19,19,,,0,,,12.8,200,,,,82.34,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 8:30,19.4,19.4,19.4,,,0,,,6.6,183,7.6,10,100,82.37,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 8:50,20.7,20.7,20.7,,,0,,,9.3,197,13,10,100,78.92,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 9:10,21.9,21.9,21.9,,,0,,,12.9,191,,,,73.69,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 9:30,22.1,22.1,22.1,,,0,,,8.5,170,11.1,10,99.7,74.1,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 9:50,22.2,22.2,22.2,,,0,,,8,189,9.3,10,100,74.07,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 10:10,21,21,21,,,0,,,12.9,220,,,,77.88,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 10:30,21.6,21.6,21.6,,,0,,,7.5,321,10.6,10,100,77.22,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 10:50,21.6,21.6,21.6,,,0,,,7.6,195,11.3,10,99.7,77.35,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 11:10,23.3,23.3,23.3,,,0,,,14.1,208,,,,71.4,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 11:30,22.4,22.4,22.4,,,0,,,5.7,182,7.8,10,99.7,76.81,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 11:50,22.4,22.4,22.4,,,0,,,5.2,189,9.5,10,100,77.94,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 12:10,23.2,23.2,23.2,,,0,,,13.1,217,,,,71.54,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 12:30,23.4,23.4,23.4,,,0.3,,,6.5,198,9.5,10,88,73.96,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 12:50,23.5,23.5,23.5,,,0.18,,,7.2,182,8.2,10,99.7,72.23,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 13:10,23.9,23.9,23.9,,,0,,,13.1,212,,,,65.32,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 13:30,24.3,24.3,24.3,,,0,,,7.8,315,9.8,10,88,68.08,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 13:50,24.3,24.3,24.3,,,0,,,6.3,210,10,10,99.7,65.52,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 14:10,25.8,25.8,25.8,,,0,,,,,,,,58.08,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 14:30,26,26,26,,,3.19,,,1.5,274,10.1,10,88.3,61.3,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 14:50,25.9,25.9,25.9,,,0,,,8,270,5.7,10,88,59.98,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 15:10,23,23,23,,,0,,,12.8,286,,,,72.89,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 15:30,25,25,25,,,0,,,7.5,298,9.7,10,88.3,66.14,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 15:50,24.7,24.7,24.7,,,0,,,6.4,289,9.8,4.9,88.3,69.17,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 16:10,25.2,25.2,25.2,,,0,,,12.4,250,,,,58.09,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 16:30,23.5,23.5,23.5,,,0.64,,,3.3,256,9,10,100,77.65,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 16:50,24,24,24,,,0.1,,,6.9,353,5.6,10,88.3,72.24,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 17:10,23.9,23.9,23.9,,,0,,,,,,,,69.15,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 17:30,23.1,23.1,23.1,,,0,,,1.3,355,2.8,10,88,76.24,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 17:50,23.1,23.1,23.1,,,0.22,,,6.5,352,2.2,9.7,88.3,74.51,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 18:10,25,25,25,,,0,,,11.2,317,,,,60.78,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 18:30,24.1,24.1,24.1,,,0,,,5.5,350,4.6,10,100,72.02,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 18:50,23.9,23.9,23.9,,,0,,,4.9,319,4.9,10,100,73.66,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 19:10,23.9,23.9,23.9,,,0,,,12.6,318,,,,61.37,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 19:30,23.6,23.6,23.6,,,0,,,6.6,341,5,10,88.3,71.01,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 19:50,23.1,23.1,23.1,,,0,,,1.7,12,3.7,10,99.7,73.39,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 20:10,22,22,22,,,0,,,,,,,,68.92,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 20:30,22.2,22.2,22.2,,,0,,,1,2,3.7,10,88.3,75.22,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 20:50,21.9,21.9,21.9,,,0,,,4.3,347,2.4,10,51.4,75.51,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 21:10,21,21,21,,,0,,,3.8,334,,,,73.19,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 21:30,21,21,21,,,0,,,1.7,332,0.2,10,100,76.56,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 21:50,20.5,20.5,20.5,,,0,,,3.5,326,0.4,10,100,79.64,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 22:10,19.9,19.9,19.9,,,0,,,9,349,,,,73.49,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 22:30,19.8,19.8,19.8,,,0,,,4.7,338,1.5,10,100,79.31,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 22:50,19.7,19.7,19.7,,,0,,,3.8,328,1.3,10,100,79.54,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 23:10,18.9,18.9,18.9,,,0,,,,,,,,78,Clear
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 23:30,19.1,19.1,19.1,,,0,,,0,327,0.3,10,100,80.97,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/3/2021 23:50,18.7,18.7,18.7,,,0,,,0.8,330,0,10,100,85.31,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 0:10,18,18,18,,,0,,,0.1,360,,,,82.96,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 0:30,18.6,18.6,18.6,,,0,,,0,341,0.3,10,100,83.07,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 0:50,18,18,18,,,0,,,1.8,5,3.2,10,100,88.27,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 1:10,17.9,17.9,17.9,,,0,,,2,307,,,,82.6,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 1:30,18.2,18.2,18.2,,,0,,,0.8,325,0.1,10,100,83.8,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 1:50,17.7,17.7,17.7,,,0,,,0,325,0.1,10,100,86.06,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 2:10,16.1,16.1,16.1,,,0,,,,,,,,93.06,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 2:30,17.1,17.1,17.1,,,0,,,0.1,321,0.2,10,100,88.16,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 2:50,17,17,17,,,0,,,0.8,321,0.3,10,100,88.62,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 3:10,16,16,16,,,0,,,1.9,296,,,,88.14,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 3:30,16.7,16.7,16.7,,,0,,,0.8,321,0.1,10,100,86.9,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 3:50,16.2,16.2,16.2,,,0,,,2.2,293,0.1,8,50,89.28,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 4:10,14.9,14.9,14.9,,,0,,,3.6,296,,,,88.09,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 4:30,15.9,15.9,15.9,,,0,,,1.5,318,0.8,10,100,87.07,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 4:50,15.5,15.5,15.5,,,0,,,0.1,322,0.1,10,50,89.3,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 5:10,14.1,14.1,14.1,,,0,,,,,,,,93.26,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 5:30,14.9,14.9,14.9,,,0,,,0.1,323,0.2,7,51.4,91.56,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 5:50,14.8,14.8,14.8,,,0,,,1.7,324,0.3,8,100,91.83,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 6:10,15,15,15,,,0,,,3.2,46,,,,94.11,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 6:30,14.8,14.8,14.8,,,0,,,1,324,0.5,9.9,100,92.33,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 6:50,15.3,15.3,15.3,,,0,,,0.1,339,0.4,9.9,100,92.42,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 7:10,16,16,16,,,0,,,1.9,194,,,,87.5,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 7:30,16.4,16.4,16.4,,,0,,,0.8,264,2.2,10,100,86.61,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 7:50,17.6,17.6,17.6,,,0,,,0.1,334,0.1,9,100,81.52,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 8:10,19,19,19,,,0,,,,,,,,72.61,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 8:30,19.1,19.1,19.1,,,0,,,0.1,49,1,10,100,76.9,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 8:50,20,20,20,,,0,,,2.3,14,3.4,10,100,75.52,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 9:10,20.9,20.9,20.9,,,0,,,5.3,342,,,,68.57,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 9:30,21.2,21.2,21.2,,,0,,,2.3,359,1.6,10,88,71.21,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 9:50,21.6,21.6,21.6,,,0,,,2.4,13,7,10,50,69.22,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 10:10,22.9,22.9,22.9,,,0,,,7.4,33,,,,61.1,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 10:30,23,23,23,,,0,,,3.4,43,3.3,10,88,64.13,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 10:50,23.9,23.9,23.9,,,0,,,1.8,21,3,10,25,59.88,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 11:10,23.9,23.9,23.9,,,0,,,,,,,,61.12,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 11:30,24.4,24.4,24.4,,,0,,,0.2,53,2.8,10,88,61.84,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 11:50,25.1,25.1,25.1,,,0,,,2.6,357,4.2,10,,60.19,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 12:10,24.9,24.9,24.9,,,0,,,7.4,81,,,,54.08,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 12:30,25.8,25.8,25.8,,,0,,,4.8,359,7.5,10,88,56.09,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 12:50,26.1,26.1,26.1,,,0,,,2.8,18,7.6,10,25.7,56.78,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 13:10,25.9,25.9,25.9,,,0,,,3.7,86,,,,54.19,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 13:30,26.9,26.9,26.9,,27.6,0,,,3.5,3,7.9,10,25,54.61,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 13:50,27,27,27,,27.6,0,,,0.7,46,6.7,10,88,53.06,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 14:10,26,26,26,,,0,,,,,,,,54.02,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 14:30,27,27,27,,27.7,0,,,1.2,57,7.8,10,50,54,Partially cloudy
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 14:50,27.6,27.6,27.6,,28,0,,,6.6,51,6.5,10,88,50.74,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 15:10,26.9,26.9,26.9,,27.1,0,,,11.2,60,,,,45.22,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 15:30,27.1,27.1,27.1,,27.5,0,,,6.6,70,8.8,10,88,49.62,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 15:50,27.1,27.1,27.1,,27.6,0,,,6.8,42,10.9,10,100,50.73,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 16:10,26.8,26.8,26.8,,27.1,0,,,12.9,49,,,,48.24,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 16:30,27.2,27.2,27.2,,27.6,0,,,7.3,47,11.7,10,88,50.39,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 16:50,27.3,27.3,27.3,,27.8,0,,,9.7,27,10.7,10,88,50.23,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 17:10,25.9,25.9,25.9,,,0,,,14.4,,,,,45.41,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 17:30,26.6,26.6,26.6,,,0,,,6.5,49,8.3,10,100,48.11,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 17:50,25.9,25.9,25.9,,,0,,,7.7,44,8.5,10,100,50.88,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 18:10,19.2,19.2,19.2,,,0,,,21.7,227,,,,86.85,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 18:30,21,21,21,,,10.63,,,14.7,199,19,10,100,76.91,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 18:50,19.3,19.3,19.3,,,6.13,,,16.7,26,25.2,2,88,85.28,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 19:10,19.2,19.2,19.2,,,0,,,13.3,322,,,,88.23,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 19:30,18,18,18,,,5.42,,,3.7,65,2.5,6,88,92.14,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 19:50,17.9,17.9,17.9,,,1.13,,,0.8,55,3.8,5,88,92.65,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 20:10,18.7,18.7,18.7,,,0,,,,,,,,89.32,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 20:30,17.8,17.8,17.8,,,0.05,,,0.1,87,0.1,10,100,93.08,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 20:50,17.8,17.8,17.8,,,0,,,2.4,19,0.7,10,100,93.05,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 21:10,17.8,17.8,17.8,,,0,,,7.5,103,,,,94.36,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 21:30,17.8,17.8,17.8,,,0.35,,,9,184,7.9,10,100,93.66,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 21:50,17.3,17.3,17.3,,,1.55,,,6.1,80,7.9,2,88,96.08,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 22:10,18.1,18.1,18.1,,,0,,,11.3,312,,,,92.67,Clear
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 22:30,17.3,17.3,17.3,,,0.65,,,5.4,71,0.5,10,100,91.35,"Rain, Overcast"
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 22:50,17.3,17.3,17.3,,,0,,,0.1,66,0.2,10,100,91.6,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 23:10,17,17,17,,,0,,,9.2,,,10,100,93.93,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 23:30,16.9,16.9,16.9,,,0,,,5,17,5.2,10,100,96.35,Overcast
"Eindhoven, Noord-Brabant, Nederland",6/4/2021 23:50,16.9,16.9,16.9,,,0,,,6.4,316,5.7,9,100,96.57,Overcast
